State,Year,Population
Texas,1964,10397000
Texas,1965,10551000
Texas,1966,10752000
Texas,1967,10869000
Texas,1968,10972000
Texas,1969,11187000
Texas,1970,11196000
Texas,1971,11460000
Texas,1972,11649000
Texas,1973,11794000
Texas,1974,12050000
Texas,1975,12237000
Texas,1976,12487000
Texas,1977,12830000
Texas,1978,13014000
Texas,1979,13385000
Texas,1980,14169829
Texas,1981,14755000
Texas,1982,15280000
Texas,1983,15724000
Texas,1984,15989000
Texas,1985,16370000
Texas,1986,16682000
Texas,1987,16789000
Texas,1988,16780000
Texas,1989,16991000
Texas,1990,16986510
Texas,1991,17349000
Texas,1992,17656000
Texas,1993,18031000
Texas,1994,18378000
Texas,1995,18724000
Texas,1996,19128000
Texas,1997,19439000
Texas,1998,19760000
Texas,1999,20044141
Texas,2000,20851820
Texas,2001,21370983
Texas,2002,21736925
Texas,2003,22103374
Texas,2004,22471549
Texas,2005,22928508
Texas,2006,23507783
Texas,2007,23904380
Texas,2008,24326974
Texas,2009,24782302
Texas,2010,25253466
Texas,2011,25631778
Texas,2012,26059203
Utah,1960,890627
Utah,1961,916000
Utah,1962,967000
Utah,1963,983000
Utah,1964,992000
Utah,1965,990000
Utah,1966,1008000
Utah,1967,1024000
Utah,1968,1034000
Utah,1969,1045000
Utah,1970,1059273
Utah,1971,1099000
Utah,1972,1126000
Utah,1973,1157000
Utah,1974,1173000
Utah,1975,1206000
Utah,1976,1228000
Utah,1977,1268000
Utah,1978,1307000
Utah,1979,1367000
Utah,1980,1458729
Utah,1981,1516000
Utah,1982,1554000
Utah,1983,1619000
Utah,1984,1652000
Utah,1985,1645000
Utah,1986,1665000
Utah,1987,1680000
Utah,1988,1691000
Utah,1989,1707000
Utah,1990,1722850
Utah,1991,1770000
Utah,1992,1813000
Utah,1993,1860000
Utah,1994,1908000
Utah,1995,1951000
Utah,1996,2000000
Utah,1997,2059000
Utah,1998,2100000
Utah,1999,2129836
Utah,2000,2233169
Utah,2001,2278712
Utah,2002,2318789
Utah,2003,2352119
Utah,2004,2420708
Utah,2005,2490334
Utah,2006,2550063
Utah,2007,2645330
Utah,2008,2736424
Utah,2009,2784572
Utah,2010,2775479
Utah,2011,2814347
Utah,2012,2855287
Vermont,1960,389881
Vermont,1961,395000
Vermont,1962,390000
Vermont,1963,390000
Vermont,1964,409000
Vermont,1965,397000
Vermont,1966,405000
Vermont,1967,417000
Vermont,1968,422000
Vermont,1969,439000
Vermont,1970,444732
Vermont,1971,458000
Vermont,1972,462000
Vermont,1973,464000
Vermont,1974,470000
Vermont,1975,471000
Vermont,1976,476000
Vermont,1977,483000
Vermont,1978,487000
Vermont,1979,493000
Vermont,1980,511299
Vermont,1981,515000
Vermont,1982,516000
Vermont,1983,525000
Vermont,1984,530000
Vermont,1985,535000
Vermont,1986,541000
Vermont,1987,548000
Vermont,1988,556000
Vermont,1989,567000
Vermont,1990,562758
Vermont,1991,567000
Vermont,1992,570000
Vermont,1993,576000
Vermont,1994,580000
Vermont,1995,585000
Vermont,1996,589000
Vermont,1997,589000
Vermont,1998,591000
Vermont,1999,593740
Vermont,2000,608827
Vermont,2001,612978
Vermont,2002,616408
Vermont,2003,619343
Vermont,2004,621233
Vermont,2005,622387
Vermont,2006,623908
Vermont,2007,621254
Vermont,2008,621270
Vermont,2009,621760
Vermont,2010,625909
Vermont,2011,626592
Vermont,2012,626011
Virginia,1960,3966949
Virginia,1961,4059000
Virginia,1962,4177000
Virginia,1963,4331000
Virginia,1964,4378000
Virginia,1965,4457000
Virginia,1966,4507000
Virginia,1967,4536000
Virginia,1968,4597000
Virginia,1969,4669000
Virginia,1970,4648494
Virginia,1971,4714000
Virginia,1972,4764000
Virginia,1973,4811000
Virginia,1974,4908000
Virginia,1975,4967000
Virginia,1976,5032000
Virginia,1977,5135000
Virginia,1978,5148000
Virginia,1979,5197000
Virginia,1980,5323412
Virginia,1981,5426000
Virginia,1982,5491000
Virginia,1983,5550000
Virginia,1984,5636000
Virginia,1985,5706000
Virginia,1986,5787000
Virginia,1987,5904000
Virginia,1988,5996000
Virginia,1989,6098000
Virginia,1990,6187358
Virginia,1991,6286000
Virginia,1992,6377000
Virginia,1993,6491000
Virginia,1994,6552000
Virginia,1995,6618000
Virginia,1996,6675000
Virginia,1997,6734000
Virginia,1998,6791000
Virginia,1999,6872912
Virginia,2000,7078515
Virginia,2001,7196750
Virginia,2002,7287829
Virginia,2003,7365284
Virginia,2004,7481332
Virginia,2005,7564327
Virginia,2006,7642884
Virginia,2007,7712091
Virginia,2008,7769089
Virginia,2009,7882590
Virginia,2010,8023953
Virginia,2011,8104384
Virginia,2012,8185867
Washington,1960,2853214
Washington,1961,2902000
Washington,1962,3006000
Washington,1963,3050000
Washington,1964,2984000
Washington,1965,2990000
Washington,1966,2980000
Washington,1967,3087000
Washington,1968,3276000
Washington,1969,3402000
Washington,1970,3409169
Washington,1971,3449000
Washington,1972,3443000
Washington,1973,3429000
Washington,1974,3476000
Washington,1975,3544000
Washington,1976,3612000
Washington,1977,3658000
Washington,1978,3774000
Washington,1979,3926000
Washington,1980,4113331
Washington,1981,4212000
Washington,1982,4245000
Washington,1983,4300000
Washington,1984,4349000
Washington,1985,4409000
Washington,1986,4463000
Washington,1987,4538000
Washington,1988,4619000
Washington,1989,4761000
Washington,1990,4866692
Washington,1991,5018000
Washington,1992,5136000
Washington,1993,5255000
Washington,1994,5343000
Washington,1995,5431000
Washington,1996,5533000
Washington,1997,5610000
Washington,1998,5689000
Washington,1999,5756361
Washington,2000,5894121
Washington,2001,5993390
Washington,2002,6067060
Washington,2003,6131298
Washington,2004,6207046
Washington,2005,6291899
Washington,2006,6395798
Washington,2007,6468424
Washington,2008,6549224
Washington,2009,6664195
Washington,2010,6742950
Washington,2011,6823267
Washington,2012,6897012
West Virginia,1960,1860421
West Virginia,1961,1850000
West Virginia,1962,1773000
West Virginia,1963,1778000
West Virginia,1964,1797000
West Virginia,1965,1812000
West Virginia,1966,1794000
West Virginia,1967,1798000
West Virginia,1968,1805000
West Virginia,1969,1819000
West Virginia,1970,1744237
West Virginia,1971,1752000
West Virginia,1972,1781000
West Virginia,1973,1794000
West Virginia,1974,1791000
West Virginia,1975,1803000
West Virginia,1976,1821000
West Virginia,1977,1859000
West Virginia,1978,1860000
West Virginia,1979,1878000
West Virginia,1980,1930787
West Virginia,1981,1951000
West Virginia,1982,1948000
West Virginia,1983,1965000
West Virginia,1984,1952000
West Virginia,1985,1936000
West Virginia,1986,1919000
West Virginia,1987,1897000
West Virginia,1988,1884000
West Virginia,1989,1857000
West Virginia,1990,1793477
West Virginia,1991,1801000
West Virginia,1992,1812000
West Virginia,1993,1820000
West Virginia,1994,1822000
West Virginia,1995,1828000
West Virginia,1996,1826000
West Virginia,1997,1816000
West Virginia,1998,1811000
West Virginia,1999,1806928
West Virginia,2000,1808344
West Virginia,2001,1800975
West Virginia,2002,1804884
West Virginia,2003,1811440
West Virginia,2004,1812548
West Virginia,2005,1814083
West Virginia,2006,1818470
West Virginia,2007,1812035
West Virginia,2008,1814468
West Virginia,2009,1819777
West Virginia,2010,1854368
West Virginia,2011,1854908
West Virginia,2012,1855413
Wisconsin,1960,3951777
Wisconsin,1961,4022000
Wisconsin,1962,4092000
Wisconsin,1963,4061000
Wisconsin,1964,4107000
Wisconsin,1965,4144000
Wisconsin,1966,4161000
Wisconsin,1967,4189000
Wisconsin,1968,4213000
Wisconsin,1969,4233000
Wisconsin,1970,4417933
Wisconsin,1971,4476000
Wisconsin,1972,4520000
Wisconsin,1973,4569000
Wisconsin,1974,4566000
Wisconsin,1975,4607000
Wisconsin,1976,4609000
Wisconsin,1977,4651000
Wisconsin,1978,4679000
Wisconsin,1979,4720000
Wisconsin,1980,4680917
Wisconsin,1981,4739000
Wisconsin,1982,4765000
Wisconsin,1983,4751000
Wisconsin,1984,4766000
Wisconsin,1985,4775000
Wisconsin,1986,4785000
Wisconsin,1987,4807000
Wisconsin,1988,4858000
Wisconsin,1989,4867000
Wisconsin,1990,4891769
Wisconsin,1991,4955000
Wisconsin,1992,5007000
Wisconsin,1993,5038000
Wisconsin,1994,5082000
Wisconsin,1995,5123000
Wisconsin,1996,5160000
Wisconsin,1997,5170000
Wisconsin,1998,5224000
Wisconsin,1999,5250446
Wisconsin,2000,5363675
Wisconsin,2001,5405947
Wisconsin,2002,5439692
Wisconsin,2003,5474290
Wisconsin,2004,5503533
Wisconsin,2005,5527644
Wisconsin,2006,5556506
Wisconsin,2007,5601640
Wisconsin,2008,5627967
Wisconsin,2009,5654774
Wisconsin,2010,5691659
Wisconsin,2011,5709843
Wisconsin,2012,5726398
Wyoming,1960,330066
Wyoming,1961,338000
Wyoming,1962,365000
Wyoming,1963,337000
Wyoming,1964,343000
Wyoming,1965,340000
Wyoming,1966,329000
Wyoming,1967,315000
Wyoming,1968,315000
Wyoming,1969,320000
Wyoming,1970,332416
Wyoming,1971,340000
Wyoming,1972,345000
Wyoming,1973,353000
Wyoming,1974,359000
Wyoming,1975,374000
Wyoming,1976,390000
Wyoming,1977,406000
Wyoming,1978,424000
Wyoming,1979,450000
Wyoming,1980,468954
Wyoming,1981,492000
Wyoming,1982,502000
Wyoming,1983,514000
Wyoming,1984,511000
Wyoming,1985,509000
Wyoming,1986,507000
Wyoming,1987,490000
Wyoming,1988,471000
Wyoming,1989,475000
Wyoming,1990,453588
Wyoming,1991,460000
Wyoming,1992,466000
Wyoming,1993,470000
Wyoming,1994,476000
Wyoming,1995,480000
Wyoming,1996,481000
Wyoming,1997,480000
Wyoming,1998,481000
Wyoming,1999,479602
Wyoming,2000,493782
Wyoming,2001,493754
Wyoming,2002,498830
Wyoming,2003,502111
Wyoming,2004,505887
Wyoming,2005,508798
Wyoming,2006,515004
Wyoming,2007,522830
Wyoming,2008,532668
Wyoming,2009,544270
Wyoming,2010,564554
Wyoming,2011,567356
Wyoming,2012,576412
